vix_threshold,sma_buffer_pct,rsi_gate,cooldown_days,vol_gate,final_balance,total_return_pct,max_drawdown_pct,total_trades,buy_and_hold_pct,win_rate_pct,avg_win,avg_loss,win_loss_ratio,sharpe_ratio,max_consec_losses,avg_hold_days
30,0.96,50,10,0.8,222498,122.498,29.8222,31,187.856,32.2581,21185.2,4254.98,4.97893,0.441539,5,101.903
30,0.96,50,10,1,215644,115.644,28.3445,27,187.856,33.3333,20784.2,3967.41,5.23873,0.439055,6,111.222
30,0.96,50,10,1.2,172493,72.4927,39.2409,26,187.856,34.6154,14913.3,3631.01,4.10721,0.345693,7,103.038
32,0.98,0,0,0,218023,118.023,27.1959,41,187.856,29.2683,20027.3,4217.39,4.74874,0.413288,8,81
32,0.98,0,0,0.8,231503,131.503,24.8743,36,187.856,33.3333,19793.3,4417.37,4.48079,0.443775,7,90.8333
32,0.98,0,0,1,282772,182.772,20.7132,29,187.856,41.3793,22688.7,5264.25,4.30996,0.542421,5,110.276
32,0.98,0,0,1.2,258841,158.841,20.6332,25,187.856,48,18497.5,4856.05,3.80916,0.517,3,121.16
32,0.98,0,3,0,212116,112.116,26.8679,41,187.856,29.2683,19200.5,4078.98,4.70719,0.401276,8,80.8537
32,0.98,0,3,0.8,219885,119.885,24.8742,36,187.856,33.3333,18431.4,4220.52,4.36711,0.42102,7,90.6389
32,0.98,0,3,1,248134,148.134,20.7132,29,187.856,41.3793,19368.3,4958.01,3.90648,0.483736,5,109.759
32,0.98,0,3,1.2,241047,141.047,20.9098,25,187.856,48,16846.2,4700.53,3.58388,0.484339,3,120.6
32,0.98,0,5,0,250744,150.744,24.5111,35,187.856,34.2857,20804,4300.19,4.83793,0.479457,6,94.3429
32,0.98,0,5,0.8,256920,156.92,22.8833,31,187.856,38.7097,20007.9,4377.63,4.57048,0.494475,5,104.935
32,0.98,0,5,1,261996,161.996,20.7132,27,187.856,44.4444,19681.9,4945.84,3.97949,0.509701,4,117.667
32,0.98,0,5,1.2,257289,157.289,20.9711,23,187.856,52.1739,17417,4701.32,3.70469,0.516885,3,130.652
32,0.98,0,10,0,245528,145.528,22.6068,32,187.856,37.5,19083.3,4173.58,4.5724,0.473913,5,101.656
32,0.98,0,10,0.8,233714,133.714,22.8784,31,187.856,38.7097,18236.9,4480.47,4.07031,0.452567,5,104
32,0.98,0,10,1,304115,204.115,20.7132,25,187.856,48,22892.7,5430.62,4.21549,0.57912,3,127
32,0.98,0,10,1.2,250121,150.121,21.6894,23,187.856,52.1739,16810.4,4691.26,3.58334,0.505657,3,129.783
32,0.98,40,0,0,209145,109.145,27.1614,41,187.856,29.2683,18998.1,4097.68,4.63632,0.395011,8,80.9024
32,0.98,40,0,0.8,222061,122.061,24.875,36,187.856,33.3333,18752.5,4290.37,4.37084,0.425336,7,90.7222
32,0.98,40,0,1,242992,142.992,20.7148,29,187.856,41.3793,18838.5,4886.43,3.85526,0.474184,5,109.759
32,0.98,40,0,1.2,250254,150.254,20.6361,24,187.856,50,17322.4,4801.27,3.60788,0.50299,3,125.375
32,0.98,40,3,0,207034,107.034,26.8679,41,187.856,29.2683,18665.2,4032.7,4.62845,0.390641,8,80.8293
32,0.98,40,3,0.8,219885,119.885,24.8742,36,187.856,33.3333,18431.4,4220.52,4.36711,0.42102,7,90.6389
32,0.98,40,3,1,243651,143.651,20.7148,29,187.856,41.3793,18868.5,4868.84,3.87535,0.475462,5,109.724
32,0.98,40,3,1.2,243094,143.094,20.6353,24,187.856,50,16600.1,4675.61,3.55036,0.48933,3,125.292
32,0.98,40,5,0,250744,150.744,24.5111,35,187.856,34.2857,20804,4300.19,4.83793,0.479457,6,94.3429
32,0.98,40,5,0.8,256920,156.92,22.8833,31,187.856,38.7097,20007.9,4377.63,4.57048,0.494475,5,104.935
32,0.98,40,5,1,257251,157.251,20.7148,27,187.856,44.4444,19175.4,4856.92,3.94805,0.501409,4,117.63
32,0.98,40,5,1.2,259702,159.702,20.6329,22,187.856,54.5455,17176.4,4641.47,3.70064,0.522389,2,136.273
32,0.98,40,10,0,245528,145.528,22.6068,32,187.856,37.5,19083.3,4173.58,4.5724,0.473913,5,101.656
32,0.98,40,10,0.8,233714,133.714,22.8784,31,187.856,38.7097,18236.9,4480.47,4.07031,0.452567,5,104
32,0.98,40,10,1,269143,169.143,20.7148,25,187.856,48,19564.9,5048.95,3.87505,0.524042,3,126.52
32,0.98,40,10,1.2,259008,159.008,20.6336,22,187.856,54.5455,17109,4630.08,3.69519,0.522066,2,136.045
32,0.98,45,0,0,205183,105.183,28.3516,39,187.856,25.641,21885.1,3919.6,5.5835,0.387289,7,84.7692
32,0.98,45,0,0.8,215565,115.565,26.8063,34,187.856,29.4118,21467.9,4129.72,5.19839,0.412833,6,95.6765
32,0.98,45,0,1,226249,126.249,27.6582,27,187.856,37.037,20747.9,4778.25,4.34215,0.448528,5,115.296
32,0.98,45,0,1.2,206472,106.472,31.3103,25,187.856,40,16979.8,4221.72,4.022,0.423025,6,113.8
32,0.98,45,3,0,204991,104.991,28.3532,39,187.856,25.641,21857.9,3916.81,5.58053,0.386939,7,84.7179
32,0.98,45,3,0.8,215336,115.336,26.8083,34,187.856,29.4118,21437.7,4126.68,5.19489,0.412433,6,95.6176
32,0.98,45,3,1,226249,126.249,27.6582,27,187.856,37.037,20747.9,4778.25,4.34215,0.448528,5,115.296
32,0.98,45,3,1.2,206472,106.472,31.3103,25,187.856,40,16979.8,4221.72,4.022,0.423025,6,113.8
32,0.98,45,5,0,244383,144.383,26.4513,34,187.856,29.4118,24545.1,4211.17,5.82858,0.469261,6,96.8529
32,0.98,45,5,0.8,247674,147.674,24.867,30,187.856,33.3333,23409.4,4320.99,5.4176,0.479289,5,108.067
32,0.98,45,5,1,232304,132.304,27.6582,26,187.856,38.4615,20732.7,4688.91,4.42164,0.461415,5,119.615
32,0.98,45,5,1.2,214544,114.544,31.3128,24,187.856,41.6667,17282.1,4162.6,4.15175,0.44296,6,118.292
32,0.98,45,10,0,246408,146.408,24.5918,31,187.856,32.2581,22980.9,3971.47,5.7865,0.477801,5,104.677
32,0.98,45,10,0.8,231942,131.942,24.8665,30,187.856,33.3333,21804,4304.9,5.06492,0.451245,5,107.133
32,0.98,45,10,1,239792,139.792,27.6582,25,187.856,40,21015,4690.59,4.48026,0.477829,5,123.92
32,0.98,45,10,1.2,220156,120.156,29.3176,23,187.856,43.4783,17635.3,4322.88,4.07953,0.457652,5,122.957
32,0.98,50,0,0,215867,115.867,30.5702,36,187.856,27.7778,22477.7,4188.85,5.36609,0.417431,7,90.1944
32,0.98,50,0,0.8,224689,124.689,28.7988,31,187.856,32.2581,21559.4,4328.82,4.98043,0.441479,6,102.839
32,0.98,50,0,1,223189,123.189,28.9968,27,187.856,37.037,20112.9,4584.71,4.38696,0.450089,6,112.296
32,0.98,50,0,1.2,219279,119.279,26.951,23,187.856,43.4783,17784.1,4504.8,3.94781,0.458663,4,121.696
32,0.98,50,3,0,215867,115.867,30.5702,36,187.856,27.7778,22477.7,4188.85,5.36609,0.417431,7,90.1944
32,0.98,50,3,0.8,224689,124.689,28.7988,31,187.856,32.2581,21559.4,4328.82,4.98043,0.441479,6,102.839
32,0.98,50,3,1,223189,123.189,28.9968,27,187.856,37.037,20112.9,4584.71,4.38696,0.450089,6,112.296
32,0.98,50,3,1.2,219279,119.279,26.951,23,187.856,43.4783,17784.1,4504.8,3.94781,0.458663,4,121.696
32,0.98,50,5,0,225402,125.402,30.571,34,187.856,29.4118,22503.2,4151.24,5.42084,0.439067,7,95.1176
32,0.98,50,5,0.8,229590,129.59,28.7969,30,187.856,33.3333,21383,4212.01,5.07667,0.453157,6,105.933
32,0.98,50,5,1,229308,129.308,28.9968,26,187.856,38.4615,20112.9,4488.8,4.48069,0.463612,6,116.538
32,0.98,50,5,1.2,206344,106.344,28.6563,24,187.856,41.6667,16642.5,4291.51,3.87801,0.428512,4,116.208
32,0.98,50,10,0,226937,126.937,32.6547,31,187.856,32.2581,20915.2,3915,5.34234,0.446667,6,102.903
32,0.98,50,10,0.8,230261,130.261,28.798,29,187.856,34.4828,21135.8,4268.29,4.95182,0.455932,5,108.759
32,0.98,50,10,1,234499,134.499,28.9968,25,187.856,40,20096.2,4430.89,4.53549,0.476028,6,120.44
32,0.98,50,10,1.2,213844,113.844,26.9511,22,187.856,45.4545,16473.1,4240.57,3.88464,0.448581,4,124.864
32,0.97,0,0,0,235394,135.394,27.6723,35,187.856,28.5714,25825.1,4914.3,5.2551,0.444965,6,95.8
32,0.97,0,0,0.8,243901,143.901,25.1064,31,187.856,32.2581,25184.7,5140.32,4.89945,0.463914,5,106.71
32,0.97,0,0,1,298584,198.584,21.6095,25,187.856,40,28648,5859.75,4.88895,0.56364,4,129.08
32,0.97,0,0,1.2,271953,171.953,21.5337,21,187.856,47.619,23296.8,5546.86,4.2,0.536703,3,145.667
32,0.97,0,3,0,228380,128.38,27.6692,35,187.856,28.5714,24740.4,4760.98,5.1965,0.431824,6,95.6571
32,0.97,0,3,0.8,231014,131.014,25.1062,31,187.856,32.2581,23415.3,4911.35,4.76759,0.440163,5,106.516
32,0.97,0,3,1,261281,161.281,21.6095,25,187.856,40,24404.2,5517.4,4.42314,0.504281,4,128.52
32,0.97,0,3,1.2,253247,153.247,21.5349,21,187.856,47.619,21228.4,5366.94,3.95539,0.504421,3,145
32,0.97,0,5,0,263119,163.119,25.3546,30,187.856,33.3333,26391.1,5039.61,5.23674,0.4976,5,111.233
32,0.97,0,5,0.8,262980,162.98,22.9703,27,187.856,37.037,25013.2,5126.58,4.87911,0.500805,4,122
32,0.97,0,5,1,268284,168.284,21.6095,24,187.856,41.6667,24387.6,5399.42,4.51671,0.51679,4,133.75
32,0.97,0,5,1.2,262921,162.921,21.5333,20,187.856,50,21568.3,5276.13,4.08789,0.522963,3,151.9
32,0.97,0,10,0,246610,146.61,22.2475,29,187.856,34.4828,23522.9,4664.19,5.0433,0.472634,4,113.517
32,0.97,0,10,0.8,236541,136.541,22.9687,28,187.856,35.7143,22555.6,4945.26,4.56105,0.454478,4,116.714
32,0.97,0,10,1,311452,211.452,21.6095,22,187.856,45.4545,28332.1,5989.06,4.73064,0.58556,4,145.818
32,0.97,0,10,1.2,255594,155.594,21.6898,20,187.856,50,20824.5,5265.1,3.9552,0.511851,3,150.9
32,0.97,40,0,0,225766,125.766,27.6672,35,187.856,28.5714,24480.5,4761.56,5.14127,0.426837,6,95.6857
32,0.97,40,0,0.8,233952,133.952,25.1014,31,187.856,32.2581,23858,4982.29,4.78856,0.445703,5,106.581
32,0.97,40,0,1,256576,156.576,21.6101,25,187.856,40,23785,5418.29,4.38977,0.496104,4,128.48
32,0.97,40,0,1.2,262955,162.955,21.5348,20,187.856,50,21827.7,5532.17,3.94559,0.522937,3,151.95
32,0.97,40,3,0,222947,122.947,27.669,35,187.856,28.5714,24030.7,4694.4,5.11901,0.421373,6,95.6286
32,0.97,40,3,0.8,231014,131.014,25.1062,31,187.856,32.2581,23415.3,4911.35,4.76759,0.440163,5,106.516
32,0.97,40,3,1,256576,156.576,21.6101,25,187.856,40,23785,5418.29,4.38977,0.496104,4,128.48
32,0.97,40,3,1.2,255398,155.398,21.5298,20,187.856,50,20926.5,5386.65,3.88488,0.509422,3,151.85
32,0.97,40,5,0,263119,163.119,25.3546,30,187.856,33.3333,26391.1,5039.61,5.23674,0.4976,5,111.233
32,0.97,40,5,0.8,262980,162.98,22.9703,27,187.856,37.037,25013.2,5126.58,4.87911,0.500805,4,122
32,0.97,40,5,1,263450,163.45,21.6101,24,187.856,41.6667,23768.6,5302.56,4.48248,0.50861,4,133.708
32,0.97,40,5,1.2,265340,165.34,21.5338,19,187.856,52.6316,21268.4,5260.34,4.04315,0.528376,3,159.526
32,0.97,40,10,0,246610,146.61,22.2475,29,187.856,34.4828,23522.9,4664.19,5.0433,0.472634,4,113.517
32,0.97,40,10,0.8,236541,136.541,22.9687,28,187.856,35.7143,22555.6,4945.26,4.56105,0.454478,4,116.714
32,0.97,40,10,1,275594,175.594,21.6101,22,187.856,45.4545,24243.7,5570.29,4.35233,0.53098,4,145.273
32,0.97,40,10,1.2,264650,164.65,21.5307,19,187.856,52.6316,21187.6,5247.3,4.03781,0.52807,3,159.263
32,0.97,45,0,0,215223,115.223,29.288,34,187.856,26.4706,25735,4655.7,5.52764,0.406135,6,98.3529
32,0.97,45,0,0.8,222979,122.979,27.0237,30,187.856,30,25065.4,4886.19,5.12984,0.424781,5,109.967
32,0.97,45,0,1,234501,134.501,28.2791,24,187.856,37.5,24055,5466.28,4.40062,0.460736,5,131.625
32,0.97,45,0,1.2,217454,117.454,31.763,22,187.856,40.9091,19911.1,4749.65,4.19212,0.441827,6,133
32,0.97,45,3,0,214936,114.936,29.2858,34,187.856,26.4706,25691.2,4651.4,5.52332,0.405642,6,98.2941
32,0.97,45,3,0.8,222764,122.764,27.0326,30,187.856,30,25034.3,4883.06,5.12676,0.424401,5,109.9
32,0.97,45,3,1,234501,134.501,28.2791,24,187.856,37.5,24055,5466.28,4.40062,0.460736,5,131.625
32,0.97,45,3,1.2,217454,117.454,31.763,22,187.856,40.9091,19911.1,4749.65,4.19212,0.441827,6,133
32,0.97,45,5,0,256776,156.776,27.2735,29,187.856,31.0345,28919.2,5174.82,5.58844,0.488176,5,114.828
32,0.97,45,5,0.8,256740,156.74,24.9549,26,187.856,34.6154,27401,5286.39,5.18331,0.49143,4,126.423
32,0.97,45,5,1,240777,140.777,28.2791,23,187.856,39.1304,24037.7,5397.32,4.45365,0.473444,5,137.217
32,0.97,45,5,1.2,225986,125.986,31.7644,21,187.856,42.8571,20261,4696.93,4.31368,0.461379,6,139.048
32,0.97,45,10,0,247850,147.85,24.2507,28,187.856,32.1429,26323.7,4687.57,5.61564,0.477095,4,117.357
32,0.97,45,10,0.8,237663,137.663,24.9501,27,187.856,33.3333,25235.8,4969.97,5.07765,0.458764,4,120.815
32,0.97,45,10,1,248498,148.498,28.2791,22,187.856,40.9091,24358.3,5440.53,4.4772,0.489587,5,142.909
32,0.97,45,10,1.2,232505,132.505,29.5892,20,187.856,45,20733.8,4918.14,4.21578,0.477204,5,145.45
32,0.97,50,0,0,238471,138.471,31.3158,30,187.856,30,27378.2,5139.69,5.32683,0.4588,6,110.1
32,0.97,50,0,0.8,238610,138.61,29.5647,26,187.856,34.6154,25597.1,5397.88,4.74207,0.463402,5,125.231
32,0.97,50,0,1,241240,141.24,29.8773,23,187.856,39.1304,23975,5323.93,4.50325,0.480372,6,134.913
32,0.97,50,0,1.2,235204,135.204,27.8595,19,187.856,47.3684,21154.5,5518.67,3.83326,0.483447,4,152.947
32,0.97,50,3,0,238471,138.471,31.3158,30,187.856,30,27378.2,5139.69,5.32683,0.4588,6,110.1
32,0.97,50,3,0.8,238610,138.61,29.5647,26,187.856,34.6154,25597.1,5397.88,4.74207,0.463402,5,125.231
32,0.97,50,3,1,241240,141.24,29.8773,23,187.856,39.1304,23975,5323.93,4.50325,0.480372,6,134.913
32,0.97,50,3,1.2,235204,135.204,27.8595,19,187.856,47.3684,21154.5,5518.67,3.83326,0.483447,4,152.947
32,0.97,50,5,0,248983,148.983,31.3186,28,187.856,32.1429,27415,5144.83,5.32865,0.480266,6,117.5
32,0.97,50,5,0.8,243741,143.741,29.5651,25,187.856,36,25382.3,5293.72,4.7948,0.474834,5,129.84
32,0.97,50,5,1,247854,147.854,29.8773,22,187.856,40.9091,23975,5224.69,4.58878,0.493628,6,140.955
32,0.97,50,5,1.2,221336,121.336,28.7156,20,187.856,40,22470.1,4868.72,4.6152,0.45424,4,144.8
32,0.97,50,10,0,234020,134.02,32.9052,27,187.856,33.3333,24546.9,4827.89,5.08439,0.455242,6,120.63
32,0.97,50,10,0.8,237821,137.821,29.5653,25,187.856,36,24804,5338.4,4.64633,0.464011,5,129.28
32,0.97,50,10,1,258524,158.524,29.8773,21,187.856,42.8571,24604.3,5242.91,4.69287,0.514868,6,147.333
32,0.97,50,10,1.2,237097,137.097,27.8596,18,187.856,44.4444,23324.5,4949.88,4.71213,0.489488,4,160.5
32,0.96,0,0,0,239687,139.687,28.3432,34,187.856,26.4706,29598.9,5068.11,5.84022,0.452032,6,99.1765
32,0.96,0,0,0.8,247430,147.43,26.3446,30,187.856,30,28792.4,5319.11,5.41302,0.469247,5,110.9
32,0.96,0,0,1,304067,204.067,22.9039,24,187.856,37.5,32776.3,6061.3,5.40747,0.570478,4,135.292
32,0.96,0,0,1.2,277467,177.467,22.8286,20,187.856,45,26809.3,5801.51,4.62109,0.544733,3,154
32,0.96,0,3,0,232548,132.548,28.3439,34,187.856,26.4706,28368.6,4910.77,5.77681,0.438926,6,99.0294
32,0.96,0,3,0.8,234311,134.311,26.3426,30,187.856,30,26783.3,5082.8,5.2694,0.445513,5,110.7
32,0.96,0,3,1,266054,166.054,22.9039,24,187.856,37.5,27971.1,5712.38,4.89658,0.511325,4,134.708
32,0.96,0,3,1.2,258422,158.422,22.83,20,187.856,45,24463.3,5613.44,4.35799,0.51265,3,153.3
32,0.96,0,5,0,265514,165.514,26.3031,29,187.856,31.0345,29970.2,5210.89,5.75145,0.500571,5,115.69
32,0.96,0,5,0.8,266782,166.782,24.2406,26,187.856,34.6154,28602.1,5331.56,5.36467,0.506025,4,127.423
32,0.96,0,5,1,273182,173.182,22.9039,23,187.856,39.1304,27952.4,5599.31,4.99212,0.523786,4,140.435
32,0.96,0,5,1.2,268251,168.251,22.8294,19,187.856,47.3684,24845.3,5535.71,4.4882,0.531088,3,161
32,0.96,0,10,0,244981,144.981,23.5314,28,187.856,32.1429,26314.8,4834.34,5.44331,0.468661,4,118.143
32,0.96,0,10,0.8,239894,139.894,24.2399,27,187.856,33.3333,25816.9,5136.52,5.02614,0.459799,4,121.741
32,0.96,0,10,1,317227,217.227,22.9039,21,187.856,42.8571,32424.9,6216.44,5.216,0.592409,4,153.714
32,0.96,0,10,1.2,260793,160.793,22.8278,19,187.856,47.3684,24003.7,5524.03,4.34532,0.520076,3,159.947
32,0.96,40,0,0,229926,129.926,28.3428,34,187.856,26.4706,28079.4,4911.56,5.71701,0.434023,6,99.0588
32,0.96,40,0,0.8,237361,137.361,26.3404,30,187.856,30,27294.4,5156.58,5.29312,0.451133,5,110.767
32,0.96,40,0,1,261290,161.29,22.9063,24,187.856,37.5,27270.5,5609.65,4.86136,0.503212,4,134.667
32,0.96,40,0,1.2,268311,168.311,22.8306,19,187.856,47.3684,25142.9,5797.53,4.33683,0.53108,3,161.053
32,0.96,40,3,0,227009,127.009,28.3439,34,187.856,26.4706,27563.1,4842.37,5.69207,0.428507,6,99
32,0.96,40,3,0.8,234311,134.311,26.3426,30,187.856,30,26783.3,5082.8,5.2694,0.445513,5,110.7
32,0.96,40,3,1,261290,161.29,22.9063,24,187.856,37.5,27270.5,5609.65,4.86136,0.503212,4,134.667
32,0.96,40,3,1.2,260592,160.592,22.827,19,187.856,47.3684,24114.4,5643.73,4.27277,0.517622,3,160.947
32,0.96,40,5,0,265514,165.514,26.3031,29,187.856,31.0345,29970.2,5210.89,5.75145,0.500571,5,115.69
32,0.96,40,5,0.8,266782,166.782,24.2406,26,187.856,34.6154,28602.1,5331.56,5.36467,0.506025,4,127.423
32,0.96,40,5,1,268293,168.293,22.9063,23,187.856,39.1304,27252.1,5498.25,4.95649,0.515683,4,140.391
32,0.96,40,5,1.2,270795,170.795,22.8282,18,187.856,50,24511.1,5533.91,4.42925,0.536575,3,169.556
32,0.96,40,10,0,244981,144.981,23.5314,28,187.856,32.1429,26314.8,4834.34,5.44331,0.468661,4,118.143
32,0.96,40,10,0.8,239894,139.894,24.2399,27,187.856,33.3333,25816.9,5136.52,5.02614,0.459799,4,121.741
32,0.96,40,10,1,280686,180.686,22.9063,21,187.856,42.8571,27792.9,5787.45,4.80226,0.538022,4,153.143
32,0.96,40,10,1.2,270033,170.033,22.828,18,187.856,50,24413.5,5520.91,4.42201,0.536205,3,169.278
32,0.96,45,0,0,219100,119.1,30.1898,33,187.856,24.2424,29876.3,4796.4,6.22889,0.413246,6,101.909
32,0.96,45,0,0.8,226193,126.193,28.2288,29,187.856,27.5862,29029,5049.48,5.74891,0.43024,5,114.414
32,0.96,45,0,1,242848,142.848,28.2791,23,187.856,34.7826,28345.4,5594.32,5.06681,0.476123,5,138.174
32,0.96,45,0,1.2,225641,125.641,31.763,21,187.856,38.0952,23576.1,4843.66,4.86741,0.458994,6,140.286
32,0.96,45,3,0,218892,118.892,30.1888,33,187.856,24.2424,29836.5,4792.03,6.22628,0.412897,6,101.848
32,0.96,45,3,0.8,225916,125.916,28.236,29,187.856,27.5862,28982.9,5045.1,5.74477,0.429777,5,114.345
32,0.96,45,3,1,242848,142.848,28.2791,23,187.856,34.7826,28345.4,5594.32,5.06681,0.476123,5,138.174
32,0.96,45,3,1.2,225641,125.641,31.763,21,187.856,38.0952,23576.1,4843.66,4.86741,0.458994,6,140.286
32,0.96,45,5,0,259145,159.145,28.1995,28,187.856,28.5714,33268.4,5350.11,6.21826,0.491203,5,119.571
32,0.96,45,5,0.8,260416,160.416,26.1941,25,187.856,32,31728.8,5494.96,5.77416,0.496649,4,132.24
32,0.96,45,5,1,249350,149.35,28.2791,22,187.856,36.3636,28325.5,5518.17,5.13313,0.488805,5,144.318
32,0.96,45,5,1.2,234437,134.437,31.7644,20,187.856,40,23976.9,4781.5,5.01451,0.478405,6,147
32,0.96,45,10,0,246112,146.112,25.5019,27,187.856,29.6296,29803.3,4858.65,6.13407,0.472947,4,122.296
32,0.96,45,10,0.8,241037,141.037,26.1905,26,187.856,30.7692,29248.2,5163.79,5.66409,0.464082,4,126.192
32,0.96,45,10,1,257366,157.366,28.2791,21,187.856,38.0952,28700.5,5556.77,5.16497,0.504986,5,150.619
32,0.96,45,10,1.2,241240,141.24,29.5892,19,187.856,42.1053,24548,5013.12,4.89675,0.494304,5,154.158
32,0.96,50,0,0,241903,141.903,32.4505,29,187.856,27.5862,31673.9,5308.98,5.9661,0.464168,6,114.552
32,0.96,50,0,0.8,242020,142.02,30.7275,25,187.856,32,29642.5,5595.32,5.29773,0.468781,5,131
32,0.96,50,0,1,249853,149.853,29.8773,22,187.856,36.3636,28268.9,5449.83,5.18711,0.495984,6,141.909
32,0.96,50,0,1.2,244022,144.022,27.8595,18,187.856,44.4444,25048.5,5636.68,4.44385,0.500524,4,162.556
32,0.96,50,3,0,241903,141.903,32.4505,29,187.856,27.5862,31673.9,5308.98,5.9661,0.464168,6,114.552
32,0.96,50,3,0.8,242020,142.02,30.7275,25,187.856,32,29642.5,5595.32,5.29773,0.468781,5,131
32,0.96,50,3,1,249853,149.853,29.8773,22,187.856,36.3636,28268.9,5449.83,5.18711,0.495984,6,141.909
32,0.96,50,3,1.2,244022,144.022,27.8595,18,187.856,44.4444,25048.5,5636.68,4.44385,0.500524,4,162.556
32,0.96,50,5,0,250253,150.253,32.4539,27,187.856,29.6296,31413.7,5318.75,5.90622,0.481446,6,122.519
32,0.96,50,5,0.8,247267,147.267,30.7272,24,187.856,33.3333,29404,5497.81,5.34831,0.480225,5,136.042
32,0.96,50,5,1,256701,156.701,29.8773,21,187.856,38.0952,28268.9,5342.32,5.29149,0.509204,6,148.571
32,0.96,50,5,1.2,229633,129.633,28.7156,19,187.856,36.8421,27024.1,4961.29,5.44699,0.471471,4,153.474
32,0.96,50,10,0,236358,136.358,32.9052,26,187.856,30.7692,28198.7,4957.35,5.68827,0.459089,6,125.846
32,0.96,50,10,0.8,241194,141.194,30.7256,24,187.856,33.3333,28731.4,5541.05,5.18519,0.469376,5,135.458
